league_name,2009/2010,2010/2011,2011/2012,2012/2013,2013/2014,2014/2015,2015/2016,2016/2017,2017/2018,2018/2019,2019/2020,2020/2021,2021/2022,2022/2023,2023/2024,2024/2025
England - Premier League,52.63,54.21,53.68,55.79,51.58,48.42,52.89,54.21,51.05,53.68,52.11,50.0,53.95,52.63,64.74,58.48
