league_name,2009/2010,2010,2010/2011,2011,2011/2012,2012,2012/2013,2013,2013/2014,2014,2014/2015,2015,2015/2016,2016,2016/2017,2017,2017/2018,2018,2018/2019,2019,2019/2020,2020,2020/2021,2021,2021/2022,2022,2022/2023,2023,2023/2024,2024,2024/2025,2025,2026
Mexico - Liga Premier Serie A,,,,,,,,,,,,,,,,,,,,,52.53,,45.49,,48.52,,54.55,,43.93,,54.76,,
Mexico - Liga Premier Serie B,,,,,,,,,,,,,,,,,,,,,49.37,,,,50.0,,52.73,,44.76,,46.15,,
Moldova - Divizia Nationala,,,35.53,,37.88,,40.91,,39.59,,30.56,,33.33,,33.33,42.22,,46.43,,33.04,,,40.0,,39.29,,33.93,,44.64,,30.36,,
Montenegro - Liga Prva,,,,,,,47.98,,46.97,,42.93,,43.94,,31.31,,41.11,,42.78,,50.32,,38.33,,52.78,,49.44,,52.22,,47.58,,
Montenegro - Play-off,,,,,,,,,,,,,,,,,,,,,25.0,,75.0,,75.0,,50.0,,50.0,,,,
Morocco - GNEF 1,,,40.42,,39.17,,49.17,,43.33,,43.75,,42.5,,48.33,,50.0,,52.08,,51.67,,48.33,,45.83,,46.67,,47.92,,45.5,,
Myanmar - National League,,,,,,,,,,,,,,,,,,,,,,53.64,,,,43.33,,57.58,,,59.09,,
Netherlands - Derde Divisie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.99,,59.74,,
Netherlands - Derde Divisie Zaterdag,,,,,,,,,,,,,,,,,,,,,64.06,,59.09,,58.82,,58.5,,,,,,
Netherlands - Derde Divisie Zondag,,,,,,,,,,,,,,,,,,,,,64.67,,60.0,,55.56,,61.11,,,,,,
Netherlands - Eerste Divisie,,,61.44,,61.11,,64.17,,60.0,,55.79,,59.06,,58.95,,64.47,,60.79,,66.55,,56.84,,56.32,,57.37,,60.26,,53.59,,
Netherlands - Eredivisie,49.02,,60.13,,54.9,,57.19,,65.69,,59.8,,56.54,,54.9,,60.13,,56.54,,54.31,,56.21,,54.9,,52.61,,56.54,,54.74,,
Netherlands - Play-off,,,,,,,,,,,,,,,,,,,,,,,66.67,,70.83,,57.69,,48.15,,,,
Netherlands - Tweede Divisie,,,,,,,,,,,,,,,,,,,,,62.33,,65.96,,55.23,,57.52,,60.78,,59.66,,
Nicaragua - Liga Primera,,,,,,,,,,,,,,,,,,,,,46.67,,48.89,,52.22,,54.44,,53.33,,47.78,,
Nigeria - Premier League,,,,,,,,29.21,,34.71,,41.58,,39.47,,36.05,,35.0,,35.98,39.02,,40.0,,37.37,,45.56,,42.37,,38.62,,
North America - CONCACAF Champions Cup,,,,,,,,,31.25,,54.17,,43.75,,56.25,,53.33,,,33.33,,53.85,,37.93,,39.29,,36.67,,56.86,,47.37,
North America - CONCACAF Gold Cup,,,,,,,,27.78,,,,,,,,,,,,37.5,,,,66.67,,,,55.56,,,,0.0,
North America - World Cup Qualification,,,,,,,,,,50.0,,42.86,,,,,,45.0,,,,,,,,19.64,,,,,,,50.0
North Macedonia - First League,,,42.42,,45.45,,43.94,,46.46,,38.52,,45.19,,48.33,,46.67,,46.2,,39.13,,47.98,,45.96,,43.64,,45.45,,41.67,,
Northern Ireland - NIFL Premiership,,,,,,,57.58,,60.1,,62.63,,52.53,,52.02,,52.53,,56.57,,47.31,,53.54,,45.45,,39.9,,47.98,,44.79,,
Norway - 1. divisjon,,54.76,,57.08,,60.0,,56.25,,55.83,,58.33,,54.58,,60.0,,56.67,,54.17,,64.17,,67.08,,60.42,,56.67,,60.83,,,
Norway - Eliteserien,,59.58,,54.58,,56.25,,60.0,,63.33,,63.33,,52.5,,53.33,,58.33,,58.33,,59.17,,60.42,,63.33,,56.67,,52.92,,,
Norway - Play-off,,,,,,,,,,,,,,,,,,,,,,,,100.0,,25.0,,,50.0,,75.0,,
Oceania - World Cup Qualification,,,,,,,,,,83.33,,,,,,,,33.33,,,,,,,,0.0,,,,,,,66.67
Olympic Games,,,,,,,,,,,,,,,,,,,,,,41.67,,,,,,,,50.0,50.0,,
Paraguay - Division Profesional,,49.24,,51.52,,56.82,,58.33,,56.82,,58.33,,65.91,,53.03,,58.33,,57.58,,55.3,,47.78,,45.45,,48.48,,53.03,,51.85,
Peru - Liga 1,,,,42.5,,46.89,,45.42,,55.83,,50.0,,60.0,,49.11,,59.82,,51.63,,55.79,,46.91,,52.63,,48.54,,46.41,,59.52,
Poland - Ekstraklasa,43.33,,42.08,,41.67,,50.83,,54.58,,52.5,,55.42,,55.42,,52.5,,53.33,,50.83,,48.33,,54.25,,48.37,,53.92,,52.0,,
Poland - I Liga,47.39,,48.48,,51.31,,47.39,,46.08,,48.04,,46.56,,50.0,,47.06,,49.67,,52.94,,41.5,,48.37,,54.25,,51.96,,52.56,,
Poland - II Liga,,,,,,,,,,,52.29,,42.95,,53.59,,51.96,,49.67,,59.48,,55.85,,46.41,,54.9,,56.86,,52.28,,
Poland - II Liga East,47.71,,47.06,,39.17,,43.14,,48.04,,,,,,,,,,,,,,,,,,,,,,,,
Poland - II Liga West,46.08,,46.73,,48.37,,41.5,,46.41,,,,,,,,,,,,,,,,,,,,,,,,
Poland - III Liga - Group 1,,,,,,,,,,,,,,,46.73,,53.92,,56.21,,58.24,,54.98,,59.36,,60.13,,54.25,,60.96,,
Poland - III Liga - Group 2,,,,,,,,,,,,,,,53.92,,44.44,,50.65,,46.91,,50.22,,51.63,,50.33,,58.5,,65.08,,
Poland - III Liga - Group 3,,,,,,,,,,,,,,,48.04,,58.82,,52.94,,56.79,,60.23,,56.54,,63.07,,60.13,,54.26,,
Poland - III Liga - Group 4,,,,,,,,,,,,,,,58.82,,49.67,,51.63,,50.29,,53.81,,52.94,,53.59,,53.59,,57.22,,
Poland - III Liga dolnośląsko-lubuska,,,,,,,50.83,,54.9,,52.13,,49.35,,,,,,,,,,,,,,,,,,,,
Poland - III Liga kujawsko-pomorsko-wielkopolska,,,,,,,46.67,,47.71,,52.29,,50.83,,,,,,,,,,,,,,,,,,,,
Poland - III Liga lubelsko-podkarpacka,,,,,,,42.92,,45.22,,46.41,,47.71,,,,,,,,,,,,,,,,,,,,
Poland - III Liga małopolsko-świętokrzyska,,,,,,,47.5,,50.98,,50.0,,50.74,,,,,,,,,,,,,,,,,,,,
Poland - III Liga opolsko-śląska,,,,,,,47.92,,,,48.95,,45.83,,,,,,,,,,,,,,,,,,,,
Poland - III Liga opolsko-śląska (north),,,,,,,,,51.52,,,,,,,,,,,,,,,,,,,,,,,,
Poland - III Liga opolsko-śląska (south),,,,,,,,,39.69,,,,,,,,,,,,,,,,,,,,,,,,
Poland - III Liga podlasko-warmińsko-mazurska,,,,,,,45.0,,53.27,,50.0,,42.81,,,,,,,,,,,,,,,,,,,,
Poland - III Liga pomorsko-zachodniopomorska,,,,,,,44.58,,53.75,,48.33,,47.5,,,,,,,,,,,,,,,,,,,,
Poland - III Liga łódzko-mazowiecka,,,,,,,47.08,,46.32,,54.25,,48.37,,,,,,,,,,,,,,,,,,,,
Poland - Polish Cup,,,,,,,,,46.15,,42.31,,40.0,,44.44,,55.0,,100.0,,75.0,,66.67,,40.0,,60.0,,70.0,,56.06,,
Poland - Super Cup,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,
Portugal - LigaPro,,,52.92,,49.17,,51.08,,43.94,,48.55,,47.28,,55.84,,50.79,,49.02,,51.39,,53.59,,53.59,,55.88,,53.27,,52.99,,
Portugal - Play-off,,,,,,,,,,,,,,,,,,,,,,,0.0,,50.0,,50.0,,0.0,,,,
Portugal - Primeira Liga,46.67,,47.5,,50.0,,54.58,,45.0,,46.41,,48.37,,45.75,,48.69,,47.06,,49.02,,45.42,,52.94,,43.14,,53.59,,47.21,,
Romania - Liga I,46.41,,49.67,,46.08,,54.9,,44.44,,41.18,,54.4,,51.1,,42.86,,47.8,,54.4,,46.25,,40.42,,48.33,,53.75,,48.75,,
Romania - Liga II,,,,,,,,,,,,,,,44.92,,50.4,,46.84,,46.08,,44.21,,40.0,,48.42,,41.05,,42.63,,
Romania - Play-off,,,,,,,,,,,,,,,,,,,,,50.0,,50.0,,50.0,,75.0,,0.0,,,,
Russia - Football National League,,44.21,,,43.16,,40.81,,37.96,,49.35,,45.12,,43.68,,46.05,,47.37,,47.78,,43.72,,46.05,,46.41,,41.5,,38.43,,
Russia - Premier League,,47.5,,,41.67,,49.58,,49.58,,45.0,,47.5,,35.0,,40.83,,45.0,,49.17,,46.25,,57.5,,56.67,,53.33,,47.62,,
Saudi Arabia - Saudi Professional League,59.85,,58.24,,56.04,,63.19,,57.69,,58.24,,57.14,,62.09,,65.38,,55.0,,60.42,,65.42,,50.0,,47.5,,57.19,,54.22,,
Scotland - Championship,,,48.33,,58.33,,56.11,,50.56,,50.56,,49.44,,55.0,,48.33,,48.89,,51.82,,56.3,,45.56,,53.33,,55.0,,43.75,,
Scotland - League One,,,62.22,,58.89,,60.56,,62.22,,52.78,,54.44,,53.33,,58.33,,58.89,,51.08,,40.0,,56.67,,51.67,,58.89,,50.34,,
Scotland - League Two,,,57.22,,60.56,,62.22,,57.22,,51.67,,52.78,,60.0,,51.67,,46.11,,55.47,,44.44,,49.44,,55.0,,52.78,,46.21,,
Scotland - Play-off,,,,,,,,,,,,,,,,,,,,,,,50.0,,25.0,,50.0,,100.0,,,,
Scotland - Premiership,50.51,,45.96,,46.46,,55.56,,47.98,,44.95,,53.54,,53.54,,51.01,,40.91,,49.72,,40.4,,48.48,,50.0,,47.98,,54.44,,
Serbia - Super Liga,39.58,,35.42,,37.5,,40.42,,45.42,,42.08,,42.08,,43.33,,47.92,,36.25,,52.08,,45.53,,49.17,,42.92,,49.17,,54.46,,
Singapore - S League,,,,47.47,,51.92,,53.03,,64.39,,51.47,,62.96,,43.52,,64.49,,59.26,,55.36,,75.0,,70.54,,66.67,,71.17,,,
Slovakia - Play-off,,,,,,,,,,,,,,,,,,,,,0.0,,100.0,,,,0.0,,50.0,,,,
Slovakia - Super Liga,41.92,,37.88,,44.95,,45.96,,50.51,,53.54,,48.48,,49.46,,50.0,,53.03,,45.45,,56.06,,50.0,,53.03,,51.52,,57.58,,
Slovenia - 1. SNL,59.44,,50.0,,50.56,,52.78,,47.22,,41.67,,43.89,,51.67,,48.33,,58.33,,58.89,,47.22,,49.44,,48.89,,58.33,,48.06,,
Slovenia - Play-off,,,,,,,,,,,,,,,,,,,,,50.0,,50.0,,100.0,,100.0,,0.0,,,,
South Africa - National First Division,,,,,,,,,48.33,,51.67,,45.0,,50.42,,48.33,,40.83,,52.08,,46.25,,43.75,,47.08,,44.58,,44.0,,
South Africa - Play-off,,,,,,,,,,,,,,,,,,,,,66.67,,,,66.67,,,,33.33,,,,
South Africa - Premier Soccer League,,,50.83,,51.67,,51.25,,45.83,,50.0,,46.67,,47.08,,45.42,,50.83,,42.08,,50.42,,41.25,,43.75,,39.58,,36.31,,
South America - Copa America,,,,38.89,,,,,,,,38.89,,41.67,,,,,,38.89,,,,45.0,,,,,,37.5,,,
South America - Copa Libertadores,,,,,,,,41.67,,33.33,,41.67,,41.67,,50.0,,33.33,,66.67,,33.33,,60.0,,30.0,,50.0,,46.67,,53.33,
South America - Copa Sudamericana,,,,,,,,,,,,,,,,,,,,,,,,41.67,,37.5,,43.75,,18.75,,37.5,
South America - Recopa Sudamericana,,,,,,,,,,,,,,,,,,,,,,,,100.0,,50.0,,0.0,,0.0,,0.0,
South America - World Cup Qualification,,,,,,,,,,55.56,,,,,,,,46.67,,,,,,,,39.33,,,,,,,33.33
South Korea - K League,,,,55.42,,49.17,,55.49,,43.43,,53.54,,58.08,,61.62,,54.77,,57.07,,50.0,,52.53,,54.55,,53.03,,54.04,,44.83,
South Korea - K League 2,,,,,,,,,,,,,,,,,,,,,,47.41,,53.33,,51.36,,48.72,,57.26,,50.0,
South Korea - Play-off,,,,,,,,,,,,,,,,,,,,,,,,50.0,,50.0,,75.0,,100.0,,,
Spain - Copa del Rey,,,,,,,,,55.56,,33.33,,50.0,,55.56,,50.0,,44.44,,30.0,,10.0,,51.18,,42.86,,42.86,,44.72,,
Spain - LaLiga,51.84,,50.26,,50.66,,53.42,,47.11,,46.58,,50.0,,56.05,,46.58,,51.84,,49.74,,51.84,,48.68,,50.26,,49.47,,56.47,,
Spain - Primera RFEF,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,
Spain - Primera RFEF - Group 1,,,,,,,,,,,,,,,,,,,,,,,,,45.53,,47.63,,45.53,,51.25,,
Spain - Primera RFEF - Group 2,,,,,,,,,,,,,,,,,,,,,,,,,43.68,,45.26,,42.63,,53.93,,
Spain - Segunda Division,49.57,,52.38,,50.87,,48.48,,46.1,,48.7,,46.54,,47.84,,47.4,,44.88,,50.65,,41.13,,52.38,,43.94,,43.51,,50.73,,
Spain - Segunda RFEF,,,,,,,,,,,,,,,,,,,,,66.67,,50.0,,50.0,,25.0,,0.0,,,,
Spain - Segunda RFEF - Group 1,,,,,,,50.0,,51.75,,48.95,,42.37,,43.42,,45.26,,42.37,,43.93,,41.11,,49.35,,40.85,,49.02,,42.74,,
Spain - Segunda RFEF - Group 2,,,,,,,47.63,,45.0,,51.05,,45.26,,48.95,,42.37,,48.42,,52.14,,42.0,,46.73,,44.12,,37.25,,45.68,,
Spain - Segunda RFEF - Group 3,,,,,,,42.86,,46.58,,42.37,,43.47,,45.26,,42.37,,44.74,,50.71,,40.0,,48.37,,46.41,,51.31,,47.74,,
Spain - Segunda RFEF - Group 4,,,,,,,42.89,,45.53,,45.0,,45.0,,46.32,,42.11,,38.16,,47.5,,46.11,,45.75,,42.81,,41.18,,41.74,,
Spain - Segunda RFEF - Group 5,,,,,,,,,,,,,,,,,,,,,,,46.11,,39.87,,37.58,,42.81,,48.15,,
Spain - Super Cup,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,66.67,,,,33.33,
Sweden - Allsvenskan,,46.25,,48.33,,55.83,,55.0,,59.58,,56.25,,60.42,,55.0,,51.25,,51.25,,57.61,,50.42,,52.5,,50.0,,54.58,,,
Sweden - Division 1,,,,,,,,,,,,,,,,,,,,,,50.0,,,,0.0,,75.0,,75.0,,,
Sweden - Division 1 Norra,,,,,,,,,,51.1,,59.34,,62.64,,60.99,,64.58,,64.17,,62.92,,61.67,,62.08,,53.75,,62.5,,,
Sweden - Division 1 Södra,,,,,,,,,,60.44,,56.04,,54.4,,56.59,,58.75,,52.5,,58.75,,60.0,,50.0,,45.42,,55.0,,,
Sweden - Play-off,,,,,,,,,,,,,,,,,,,,,,75.0,,50.0,,50.0,,25.0,,50.0,,,
Sweden - Superettan,,55.0,,50.83,,63.33,,53.33,,57.08,,48.33,,47.5,,57.08,,59.17,,56.67,,54.17,,52.92,,60.42,,54.17,,53.75,,,
Switzerland - Challenge League,,,60.42,,57.5,,51.67,,55.0,,53.89,,58.02,,54.44,,57.78,,61.67,,60.0,,56.67,,59.44,,61.67,,53.33,,62.31,,
Switzerland - Play-off,,,,,,,,,,,,,,,,,,,,,50.0,,100.0,,50.0,,50.0,,100.0,,,,
Switzerland - Super League,61.67,,62.22,,46.3,,45.56,,56.67,,55.0,,59.44,,63.33,,58.89,,61.67,,56.11,,58.33,,65.0,,63.89,,59.09,,61.31,,
Taiwan - Premier League,,,,,,,,,,,,,,,,,,,,,,47.62,,42.86,,57.14,,44.05,,48.81,,,
Tajikistan - Vysshaya Liga,,,,,,,,,,,,,,,,,,,,,,64.44,,50.37,,47.78,,38.89,,40.15,,41.67,
Turkey - 1. Lig,,,38.24,,49.67,,47.71,,53.51,,50.0,,52.29,,53.92,,52.61,,46.41,,52.61,,50.0,,53.51,,50.44,,43.46,,43.67,,
Turkey - Süper Lig,44.12,,52.94,,50.0,,54.58,,51.63,,58.17,,52.94,,50.0,,57.52,,54.9,,58.5,,56.67,,57.63,,52.92,,55.0,,55.56,,
Turkmenistan - Ýokary Liga,,,,,,,,,,,,,,,,,,,,,,50.89,,56.36,,55.36,,50.0,,41.41,,11.11,
Ukraine - 1. Liga,,,,,,,,,41.25,,43.1,,43.72,,39.54,,38.24,,43.72,,50.42,,47.5,,37.82,,42.48,,46.11,,40.94,,
Ukraine - Premier League,43.75,,45.42,,46.25,,44.58,,47.62,,44.75,,41.28,,48.48,,43.94,,38.64,,43.18,,47.8,,44.76,,44.17,,48.33,,43.03,,
United Arab Emirates - Premier League,,,,,,,,,66.48,,58.24,,62.09,,56.04,,59.09,,69.95,,60.15,,57.14,,55.49,,55.49,,66.48,,57.26,,
United States - MLS Next Pro,,,,,,,,,,,,,,,,,,,,,,,,,,58.73,,63.23,,70.2,,60.0,
United States - Major League Soccer,,47.08,,54.9,,54.8,,50.46,,57.28,,53.69,,58.53,,55.08,,60.87,,58.82,,57.81,,58.82,,59.45,,56.39,,63.69,,50.0,
United States - National Independent Soccer Association,,,,,,,,,,,,,,,,,,,,,,,,,,43.62,,42.59,,48.19,,,
United States - North American Soccer League,,,,,,,,,,55.56,,60.0,,50.91,,53.12,,,,,,,,,,,,,,,,,
United States - USL Championship,,,,,,,,,,,,,,,,,,,,58.99,,59.19,,58.47,,54.47,,54.41,,49.75,46.67,63.64,
United States - USL League One,,,,,,,,,,,,,,,,,,,,50.71,,54.02,,55.36,,61.21,,61.46,,58.33,28.57,50.0,
United States - USL League Two,,,,,,,,,,,,,,,,,,,,58.38,,,,52.94,,62.12,,55.94,,58.87,,,
Uruguay - Primera Division,50.0,,61.67,,41.67,,51.67,,53.33,,54.17,,56.67,50.0,,53.33,,57.14,,50.0,,60.83,,46.67,,42.5,,49.17,,56.67,,58.33,
Venezuela - Primera Division,,,55.56,,49.02,,49.67,,54.25,,50.33,47.62,,54.21,,54.9,,47.06,,53.68,,41.07,,50.0,,50.83,,51.43,,51.65,,41.07,
Wales - Premier League,50.98,,62.12,,60.61,,66.67,,52.27,,63.64,,53.79,,45.45,,43.94,,55.3,,55.3,,58.33,,50.76,,48.48,,51.52,,57.58,,
World Cup,,37.5,,,,,,,,56.25,,,,,,,,45.83,,,,,,,,41.67,,,,,,,
World Cup Qualification,,,,,,,,,,50.0,,,,,,,,25.0,,,,,,,,0.0,,,,,,,
