league_name,2009/2010,2010,2010/2011,2011,2011/2012,2012,2012/2013,2013,2013/2014,2014,2014/2015,2015,2015/2016,2016,2016/2017,2017,2017/2018,2018,2018/2019,2019,2019/2020,2020,2020/2021,2021,2021/2022,2022,2022/2023,2023,2023/2024,2024,2024/2025,2025,2026
Japan - J League 2,,,,,,,,,,44.81,,37.45,,43.72,,46.97,,46.54,,48.48,,43.29,,43.94,,43.72,,46.75,,47.89,,42.0,
Japan - Play-off,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,33.33,,66.67,,,
Kazakhstan - Super Liga,,,,,,,,41.67,,40.91,,40.15,,43.18,,45.45,,43.94,,50.0,,49.09,,45.05,,48.35,,47.8,,42.31,,28.57,
Kenya - Premier League,,,,,,,,,,29.58,,36.25,,31.25,,32.68,,40.2,37.91,,52.08,,42.28,,36.96,,39.8,,33.99,,29.3,,
Latvia - Virsliga,,57.78,,60.42,,52.22,,56.3,,48.89,,46.74,,41.07,,41.67,,50.89,,51.75,,58.52,,64.29,,55.56,,50.0,,60.56,,60.0,
Lithuania - A Liga,,50.37,,52.02,,61.11,,61.11,,57.78,,62.57,,46.43,,44.64,,41.96,,67.86,,45.0,,50.0,,50.0,,40.0,,44.44,,53.33,
Luxembourg - National Division,,,,,,,63.19,,50.55,,62.09,,62.09,,64.84,,67.58,,61.54,,70.59,,58.75,,62.08,,64.17,,59.58,,57.74,,
Malta - Premier Division,,,,,,,58.33,,67.42,,55.3,,61.36,,55.56,,51.65,,50.55,,55.71,,57.07,,53.79,,49.45,,42.31,,46.97,,
Mexico - Ascenso MX,,,,,,,,,49.52,,48.35,,60.83,,45.75,,45.0,,50.48,,46.15,,50.0,,47.79,,46.41,50.0,60.95,,48.57,,
Mexico - Liga MX,,,45.75,,50.98,,45.75,,43.79,,44.44,,63.4,,52.29,,50.33,,50.33,,50.29,,47.06,,38.56,,52.29,,54.9,,50.98,,
Mexico - Liga Premier Serie A,,,,,,,,,,,,,,,,,,,,,55.38,,54.51,,62.72,,61.21,,44.3,,54.37,,
Mexico - Liga Premier Serie B,,,,,,,,,,,,,,,,,,,,,51.9,,,,78.57,,54.55,,58.1,,53.85,,
Moldova - Divizia Nationala,,,45.79,,42.42,,49.49,,58.88,,50.0,,40.74,,47.27,45.56,,42.86,,44.64,,,58.89,,58.04,,35.71,,60.71,,46.43,,
Montenegro - Liga Prva,,,,,,,45.45,,41.92,,47.47,,41.92,,34.85,,34.44,,40.0,,41.94,,33.33,,50.0,,48.33,,43.33,,41.13,,
Montenegro - Play-off,,,,,,,,,,,,,,,,,,,,,25.0,,75.0,,75.0,,25.0,,50.0,,,,
Morocco - GNEF 1,,,25.42,,31.67,,34.17,,30.0,,33.33,,37.08,,42.92,,42.92,,36.25,,38.75,,38.75,,37.92,,40.83,,40.42,,39.5,,
Myanmar - National League,,,,,,,,,,,,,,,,,,,,,,59.09,,,,54.44,,63.64,,,65.15,,
Netherlands - Derde Divisie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.71,,62.96,,
Netherlands - Derde Divisie Zaterdag,,,,,,,,,,,,,,,,,,,,,71.88,,56.82,,64.38,,64.05,,,,,,
Netherlands - Derde Divisie Zondag,,,,,,,,,,,,,,,,,,,,,63.04,,58.0,,60.13,,62.42,,,,,,
Netherlands - Eerste Divisie,,,65.03,,62.75,,63.75,,63.68,,62.63,,64.62,,61.05,,65.79,,58.68,,63.45,,61.05,,60.0,,59.47,,60.26,,59.15,,
Netherlands - Eredivisie,53.27,,62.42,,61.11,,59.15,,64.38,,58.5,,56.54,,54.9,,62.75,,66.01,,60.34,,56.54,,55.23,,59.48,,63.73,,55.17,,
Netherlands - Play-off,,,,,,,,,,,,,,,,,,,,,,,83.33,,70.83,,61.54,,44.44,,,,
Netherlands - Tweede Divisie,,,,,,,,,,,,,,,,,,,,,62.79,,59.57,,59.48,,60.78,,62.09,,63.09,,
Nicaragua - Liga Primera,,,,,,,,,,,,,,,,,,,,,43.33,,42.22,,58.89,,57.78,,50.0,,58.89,,
Nigeria - Premier League,,,,,,,,32.63,,34.41,,37.37,,38.3,,33.16,,28.33,,31.44,33.74,,37.37,,36.84,,35.0,,36.84,,31.72,,
North America - CONCACAF Champions Cup,,,,,,,,,45.83,,54.17,,52.08,,60.42,,53.33,,,56.67,,65.38,,51.72,,53.57,,60.0,,68.63,,50.0,
North America - CONCACAF Gold Cup,,,,,,,,38.89,,,,,,,,,,,,62.5,,,,66.67,,,,33.33,,,,0.0,
North America - World Cup Qualification,,,,,,,,,,80.0,,71.43,,,,,,50.0,,,,,,,,64.29,,,,,,,0.0
North Macedonia - First League,,,42.93,,47.47,,43.43,,52.02,,40.0,,49.63,,46.11,,43.89,,42.11,,35.65,,44.95,,42.93,,46.67,,39.9,,36.11,,
Northern Ireland - NIFL Premiership,,,,,,,56.57,,61.62,,63.13,,54.55,,57.58,,60.1,,58.08,,59.14,,55.56,,52.53,,57.07,,59.09,,45.31,,
Norway - 1. divisjon,,58.1,,63.75,,67.92,,59.17,,61.25,,57.92,,57.08,,59.17,,56.67,,55.42,,60.0,,60.83,,68.75,,57.92,,58.75,,,
Norway - Eliteserien,,59.17,,50.42,,54.58,,54.58,,60.0,,60.83,,50.42,,53.75,,54.17,,53.75,,62.92,,60.83,,65.83,,60.42,,54.58,,,
Norway - Play-off,,,,,,,,,,,,,,,,,,,,,,,,100.0,,75.0,,,75.0,,75.0,,
Oceania - World Cup Qualification,,,,,,,,,,50.0,,,,,,,,66.67,,,,,,,,0.0,,,,,,,66.67
Olympic Games,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,62.5,75.0,,
Paraguay - Division Profesional,,52.27,,43.18,,52.27,,48.48,,50.0,,55.3,,65.15,,51.52,,53.79,,54.55,,52.27,,50.0,,51.52,,40.15,,46.97,,42.59,
Peru - Liga 1,,,,47.5,,46.06,,42.92,,53.33,,40.44,,55.0,,50.89,,58.93,,52.29,,44.21,,49.38,,50.88,,50.29,,49.67,,59.52,
Poland - Ekstraklasa,37.92,,45.0,,39.58,,47.5,,47.92,,50.42,,44.58,,56.25,,50.83,,53.33,,50.0,,44.58,,49.67,,44.77,,48.69,,47.11,,
Poland - I Liga,44.44,,44.11,,47.06,,49.02,,39.22,,43.79,,47.87,,47.06,,44.12,,44.44,,51.63,,40.52,,45.42,,50.0,,49.02,,50.7,,
Poland - II Liga,,,,,,,,,,,47.06,,46.89,,48.69,,46.73,,49.02,,58.5,,56.73,,54.58,,52.94,,51.96,,50.76,,
Poland - II Liga East,48.37,,37.25,,41.25,,42.16,,49.02,,,,,,,,,,,,,,,,,,,,,,,,
Poland - II Liga West,44.77,,51.96,,44.77,,49.35,,50.33,,,,,,,,,,,,,,,,,,,,,,,,
Poland - III Liga - Group 1,,,,,,,,,,,,,,,51.96,,55.23,,62.42,,55.29,,57.58,,63.16,,59.48,,59.8,,59.89,,
Poland - III Liga - Group 2,,,,,,,,,,,,,,,57.19,,57.52,,65.03,,54.32,,58.44,,55.23,,59.8,,66.99,,56.61,,
Poland - III Liga - Group 3,,,,,,,,,,,,,,,50.98,,62.42,,53.59,,54.94,,66.08,,57.84,,62.42,,60.46,,58.51,,
Poland - III Liga - Group 4,,,,,,,,,,,,,,,56.99,,53.92,,51.63,,43.27,,56.9,,55.56,,62.42,,58.17,,63.1,,
Poland - III Liga dolnośląsko-lubuska,,,,,,,62.92,,63.4,,60.66,,67.65,,,,,,,,,,,,,,,,,,,,
Poland - III Liga kujawsko-pomorsko-wielkopolska,,,,,,,56.67,,61.11,,58.5,,56.67,,,,,,,,,,,,,,,,,,,,
Poland - III Liga lubelsko-podkarpacka,,,,,,,55.0,,44.49,,48.37,,53.27,,,,,,,,,,,,,,,,,,,,
Poland - III Liga małopolsko-świętokrzyska,,,,,,,50.0,,57.84,,49.67,,64.34,,,,,,,,,,,,,,,,,,,,
Poland - III Liga opolsko-śląska,,,,,,,57.08,,,,58.68,,49.58,,,,,,,,,,,,,,,,,,,,
Poland - III Liga opolsko-śląska (north),,,,,,,,,55.3,,,,,,,,,,,,,,,,,,,,,,,,
Poland - III Liga opolsko-śląska (south),,,,,,,,,51.91,,,,,,,,,,,,,,,,,,,,,,,,
Poland - III Liga podlasko-warmińsko-mazurska,,,,,,,55.0,,60.78,,57.84,,63.07,,,,,,,,,,,,,,,,,,,,
Poland - III Liga pomorsko-zachodniopomorska,,,,,,,47.92,,57.08,,47.92,,56.25,,,,,,,,,,,,,,,,,,,,
Poland - III Liga łódzko-mazowiecka,,,,,,,50.83,,48.42,,57.19,,54.9,,,,,,,,,,,,,,,,,,,,
Poland - Polish Cup,,,,,,,,,61.54,,73.08,,50.0,,77.78,,65.0,,75.0,,100.0,,66.67,,60.0,,70.0,,60.0,,57.58,,
Poland - Super Cup,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,
Portugal - LigaPro,,,44.17,,41.25,,45.67,,39.83,,45.29,,39.13,,48.92,,47.89,,43.46,,44.91,,47.06,,47.39,,48.69,,44.44,,47.44,,
Portugal - Play-off,,,,,,,,,,,,,,,,,,,,,,,50.0,,25.0,,25.0,,50.0,,,,
Portugal - Primeira Liga,44.17,,43.75,,52.5,,53.33,,42.08,,45.42,,50.33,,44.44,,50.65,,48.69,,44.12,,44.12,,49.02,,47.71,,55.23,,46.78,,
Romania - Liga I,40.2,,46.08,,44.44,,49.35,,43.46,,40.52,,43.41,,45.05,,43.41,,42.86,,53.3,,39.58,,35.42,,40.83,,47.92,,37.5,,
Romania - Liga II,,,,,,,,,,,,,,,58.03,,57.52,,52.63,,47.0,,42.63,,43.16,,47.37,,37.37,,41.05,,
Romania - Play-off,,,,,,,,,,,,,,,,,,,,,0.0,,75.0,,25.0,,75.0,,0.0,,,,
Russia - Football National League,,40.26,,,42.89,,33.09,,40.74,,43.46,,43.54,,39.47,,44.74,,39.21,,44.07,,45.02,,46.58,,43.14,,35.95,,34.72,,
Russia - Premier League,,40.83,,,43.33,,50.0,,52.08,,42.5,,42.08,,37.5,,40.42,,40.83,,45.83,,47.08,,50.83,,61.25,,47.08,,50.6,,
Saudi Arabia - Saudi Professional League,53.79,,59.89,,54.4,,57.69,,52.75,,59.34,,52.2,,57.69,,58.79,,55.0,,55.83,,61.67,,47.5,,55.42,,56.21,,56.44,,
Scotland - Championship,,,51.67,,53.33,,60.0,,50.0,,58.33,,50.0,,45.56,,51.11,,43.89,,45.99,,50.37,,43.89,,51.11,,57.22,,46.53,,
Scotland - League One,,,65.0,,57.78,,64.44,,63.89,,50.56,,57.22,,56.67,,62.78,,54.44,,51.08,,42.22,,53.33,,56.11,,62.22,,49.66,,
Scotland - League Two,,,56.11,,61.67,,61.67,,59.44,,54.44,,53.33,,52.78,,52.78,,53.89,,64.23,,50.0,,45.56,,52.22,,47.78,,45.52,,
Scotland - Play-off,,,,,,,,,,,,,,,,,,,,,,,50.0,,50.0,,25.0,,100.0,,,,
Scotland - Premiership,47.47,,47.47,,48.99,,52.02,,52.02,,49.49,,54.55,,48.48,,50.0,,47.98,,57.54,,41.92,,44.95,,57.07,,50.51,,61.67,,
Serbia - Super Liga,38.33,,34.58,,39.17,,40.83,,37.08,,41.25,,40.83,,41.25,,50.83,,40.42,,54.17,,51.32,,48.75,,44.58,,54.58,,54.91,,
Singapore - S League,,,,56.06,,51.28,,55.3,,65.15,,46.32,,61.11,,50.93,,60.75,,62.96,,66.07,,78.57,,76.79,,76.85,,82.88,,,
Slovakia - Play-off,,,,,,,,,,,,,,,,,,,,,50.0,,50.0,,,,50.0,,50.0,,,,
Slovakia - Super Liga,42.93,,39.39,,39.9,,43.43,,57.58,,50.51,,49.49,,48.37,,46.21,,56.06,,50.0,,57.58,,50.76,,47.73,,51.52,,53.79,,
Slovenia - 1. SNL,56.11,,53.33,,52.78,,56.67,,53.89,,52.22,,43.33,,48.33,,53.33,,62.78,,57.78,,44.44,,43.89,,43.89,,52.78,,51.16,,
Slovenia - Play-off,,,,,,,,,,,,,,,,,,,,,50.0,,50.0,,100.0,,50.0,,0.0,,,,
South Africa - National First Division,,,,,,,,,44.58,,41.67,,40.42,,47.08,,41.25,,35.42,,42.92,,34.58,,32.92,,37.5,,36.25,,36.0,,
South Africa - Play-off,,,,,,,,,,,,,,,,,,,,,66.67,,,,50.0,,,,16.67,,,,
South Africa - Premier Soccer League,,,43.33,,45.83,,40.83,,37.5,,43.75,,41.67,,37.5,,32.92,,40.0,,35.0,,33.75,,34.17,,34.17,,34.17,,31.55,,
South America - Copa America,,,,27.78,,,,,,,,38.89,,58.33,,,,,,50.0,,,,40.0,,,,,,45.83,,,
South America - Copa Libertadores,,,,,,,,33.33,,41.67,,50.0,,41.67,,50.0,,16.67,,83.33,,33.33,,63.33,,30.0,,50.0,,40.0,,43.33,
South America - Copa Sudamericana,,,,,,,,,,,,,,,,,,,,,,,,50.0,,46.88,,56.25,,18.75,,31.25,
South America - Recopa Sudamericana,,,,,,,,,,,,,,,,,,,,,,,,100.0,,50.0,,0.0,,0.0,,0.0,
South America - World Cup Qualification,,,,,,,,,,45.83,,,,,,,,57.78,,,,,,,,47.19,,,,,,,38.33
South Korea - K League,,,,49.58,,48.75,,52.2,,37.37,,44.44,,52.02,,55.05,,55.28,,47.98,,44.7,,47.47,,46.97,,43.43,,50.51,,44.83,
South Korea - K League 2,,,,,,,,,,,,,,,,,,,,,,42.22,,46.11,,49.09,,47.86,,51.28,,35.71,
South Korea - Play-off,,,,,,,,,,,,,,,,,,,,,,,,50.0,,75.0,,75.0,,100.0,,,
Spain - Copa del Rey,,,,,,,,,50.0,,55.56,,50.0,,61.11,,50.0,,38.89,,40.0,,40.0,,59.06,,53.17,,53.97,,60.16,,
Spain - LaLiga,50.53,,53.68,,54.07,,53.68,,52.63,,48.16,,51.58,,56.32,,50.53,,47.11,,45.53,,43.95,,44.47,,47.63,,46.05,,48.92,,
Spain - Primera RFEF,,,,,,,,,,,,,,,,,,,,,,,,,66.67,,,,,,,,
Spain - Primera RFEF - Group 1,,,,,,,,,,,,,,,,,,,,,,,,,42.89,,39.74,,38.16,,43.01,,
Spain - Primera RFEF - Group 2,,,,,,,,,,,,,,,,,,,,,,,,,45.53,,35.26,,41.05,,40.71,,
Spain - Segunda Division,41.77,,47.84,,50.65,,46.32,,43.29,,42.86,,38.1,,38.1,,42.21,,36.38,,38.53,,34.42,,44.37,,34.63,,37.45,,46.33,,
Spain - Segunda RFEF,,,,,,,,,,,,,,,,,,,,,58.33,,50.0,,50.0,,0.0,,0.0,,,,
Spain - Segunda RFEF - Group 1,,,,,,,41.32,,45.03,,44.47,,38.95,,43.95,,41.58,,39.47,,43.93,,34.44,,44.12,,35.29,,40.52,,37.76,,
Spain - Segunda RFEF - Group 2,,,,,,,38.42,,43.16,,47.89,,42.11,,42.11,,37.89,,37.11,,44.29,,37.0,,41.18,,38.89,,41.83,,39.51,,
Spain - Segunda RFEF - Group 3,,,,,,,35.48,,44.21,,37.37,,37.87,,38.68,,32.11,,35.79,,41.79,,35.0,,41.5,,36.6,,47.06,,37.45,,
Spain - Segunda RFEF - Group 4,,,,,,,36.32,,45.0,,40.26,,37.37,,40.53,,35.53,,36.58,,40.36,,39.44,,41.83,,36.93,,33.33,,31.82,,
Spain - Segunda RFEF - Group 5,,,,,,,,,,,,,,,,,,,,,,,38.89,,34.31,,35.62,,38.24,,45.68,,
Spain - Super Cup,,,,,,,,,,,,,,,,,,,,,,,,,,,66.67,66.67,,,,66.67,
Sweden - Allsvenskan,,48.75,,53.33,,51.25,,51.67,,58.33,,57.5,,57.92,,56.25,,52.08,,49.17,,55.56,,50.42,,51.67,,55.0,,55.42,,,
Sweden - Division 1,,,,,,,,,,,,,,,,,,,,,,0.0,,,,50.0,,75.0,,100.0,,,
Sweden - Division 1 Norra,,,,,,,,,,57.14,,62.09,,64.29,,64.29,,59.58,,67.08,,69.17,,65.83,,62.5,,58.75,,66.25,,,
Sweden - Division 1 Södra,,,,,,,,,,62.64,,60.99,,56.04,,60.99,,58.33,,54.17,,61.25,,56.25,,54.58,,54.17,,53.75,,,
Sweden - Play-off,,,,,,,,,,,,,,,,,,,,,,0.0,,50.0,,25.0,,50.0,,50.0,,,
Sweden - Superettan,,52.92,,56.25,,57.92,,53.75,,55.42,,45.42,,46.25,,56.67,,56.25,,51.67,,50.42,,46.67,,55.83,,56.67,,51.25,,,
Switzerland - Challenge League,,,64.58,,57.08,,55.0,,56.11,,52.22,,51.23,,58.89,,55.56,,53.89,,65.0,,54.44,,63.89,,58.33,,53.33,,60.77,,
Switzerland - Play-off,,,,,,,,,,,,,,,,,,,,,50.0,,100.0,,50.0,,100.0,,50.0,,,,
Switzerland - Super League,66.11,,57.78,,48.15,,44.44,,56.67,,56.11,,59.44,,63.89,,57.78,,60.56,,59.44,,57.22,,61.67,,54.44,,55.56,,56.55,,
Taiwan - Premier League,,,,,,,,,,,,,,,,,,,,,,57.14,,51.79,,61.9,,55.95,,61.9,,,
Tajikistan - Vysshaya Liga,,,,,,,,,,,,,,,,,,,,,,63.33,,54.07,,46.67,,42.22,,46.21,,50.0,
Turkey - 1. Lig,,,36.76,,43.46,,42.16,,52.63,,50.65,,46.08,,50.98,,54.9,,49.35,,47.06,,53.92,,49.71,,53.37,,41.83,,46.67,,
Turkey - Süper Lig,52.29,,50.65,,49.35,,50.98,,53.59,,52.61,,51.31,,52.94,,57.52,,48.37,,54.58,,50.0,,53.95,,61.99,,51.32,,55.56,,
Turkmenistan - Ýokary Liga,,,,,,,,,,,,,,,,,,,,,,53.57,,60.0,,59.82,,58.33,,60.16,,33.33,
Ukraine - 1. Liga,,,,,,,,,42.08,,41.0,,38.96,,38.56,,39.22,,46.73,,51.25,,47.92,,39.74,,42.48,,47.78,,41.73,,
Ukraine - Premier League,43.33,,47.08,,46.25,,45.83,,49.52,,50.83,,44.77,,45.45,,42.42,,40.15,,50.76,,49.45,,47.55,,46.25,,44.58,,40.0,,
United Arab Emirates - Premier League,,,,,,,,,61.54,,59.34,,64.84,,62.09,,59.85,,72.68,,57.89,,63.19,,56.04,,57.14,,66.48,,62.9,,
United States - MLS Next Pro,,,,,,,,,,,,,,,,,,,,,,,,,,64.29,,64.55,,63.55,,56.0,
United States - Major League Soccer,,46.67,,47.39,,51.08,,47.99,,54.18,,53.69,,52.06,,60.96,,62.92,,58.09,,59.77,,53.59,,58.4,,55.58,,62.27,,50.0,
United States - National Independent Soccer Association,,,,,,,,,,,,,,,,,,,,,,,,,,52.13,,44.44,,68.67,,,
United States - North American Soccer League,,,,,,,,,,57.78,,49.09,,40.0,,45.31,,,,,,,,,,,,,,,,,
United States - USL Championship,,,,,,,,,,,,,,,,,,,,61.27,,59.93,,54.64,,55.99,,52.21,,48.28,53.33,54.55,
United States - USL League One,,,,,,,,,,,,,,,,,,,,45.71,,52.87,,50.0,,51.52,,57.29,,58.33,57.14,37.5,
United States - USL League Two,,,,,,,,,,,,,,,,,,,,63.23,,,,63.69,,70.99,,64.91,,67.98,,,
Uruguay - Primera Division,51.67,,49.17,,50.0,,45.0,,49.17,,57.5,,50.0,42.5,,56.67,,56.19,,50.83,,44.17,,46.67,,37.5,,44.17,,51.67,,39.58,
Venezuela - Primera Division,,,50.98,,41.83,,52.29,,46.41,,40.52,43.39,,46.84,,49.67,,41.18,,55.79,,44.64,,49.21,,42.92,,43.33,,41.76,,33.93,
Wales - Premier League,53.27,,63.64,,62.88,,68.94,,62.88,,65.91,,56.06,,58.33,,53.79,,62.88,,55.3,,59.85,,50.76,,59.09,,57.58,,59.85,,
World Cup,,33.33,,,,,,,,64.58,,,,,,,,50.0,,,,,,,,39.58,,,,,,,
World Cup Qualification,,,,,,,,,,75.0,,,,,,,,25.0,,,,,,,,0.0,,,,,,,
