league_name,2009/2010,2010/2011,2011/2012,2012/2013,2013/2014,2014/2015,2015/2016,2016/2017,2017/2018,2018/2019,2019/2020,2020/2021,2021/2022,2022/2023,2023/2024,2024/2025
England - Premier League,25.26,29.21,24.47,28.42,20.53,24.47,28.16,22.11,26.05,18.68,24.21,21.84,23.16,22.89,21.58,24.91
